# Directed network: CollegeMsg.txt 
# Nodes: 1899 Edges: 20296
# SrcNId	DstNId	Flt:capacity
655	626	0.014286
655	640	0.032258
655	668	1.000000
655	669	0.250000
266	642	0.025000
655	630	0.500000
655	633	0.500000
418	642	0.025000
266	637	0.250000
655	670	1.000000
655	671	1.000000
514	405	0.043478
655	672	1.000000
131	527	0.033333
626	99	0.428571
619	596	0.054054
654	652	0.204545
371	636	0.142857
6	278	0.095238
514	517	0.071429
673	254	0.090909
372	673	0.121212
176	475	0.087500
619	661	0.500000
617	74	0.309524
254	673	0.151515
652	654	0.166667
349	655	3.000000
673	372	0.017391
605	266	0.181818
259	343	0.030303
655	349	0.086957
254	344	0.250000
6	603	0.133333
615	666	0.200000
145	479	0.045455
605	103	0.179245
103	673	0.212121
259	48	0.020833
654	456	0.116279
6	73	0.129032
456	654	0.066667
673	103	0.056604
394	422	0.166667
73	6	0.061224
259	242	0.052632
599	511	0.125000
259	299	0.032258
654	99	0.214286
12	658	0.238095
605	289	0.175000
277	496	0.555556
515	194	0.010309
674	302	0.063830
41	658	0.095238
482	194	0.103093
254	598	0.017391
673	289	0.075000
496	437	0.020833
12	8	0.306452
289	673	0.060606
617	456	0.023256
617	516	0.100000
194	482	0.115385
280	321	0.032258
640	638	0.025210
555	147	0.142857
254	299	0.032258
103	675	0.166667
642	263	0.036364
642	418	0.083333
479	314	0.080000
321	675	0.166667
317	6	0.061224
496	658	0.095238
277	673	0.121212
277	514	0.027027
555	676	0.400000
631	463	0.027778
658	496	0.222222
617	340	0.500000
605	74	0.333333
525	51	1.212121
525	103	0.132075
242	259	0.250000
617	254	0.045455
248	603	0.200000
51	525	1.640000
496	523	0.040816
9	640	0.129032
9	636	0.071429
617	677	0.500000
396	481	0.181818
642	325	0.051948
99	654	0.066667
212	642	0.075000
479	212	0.015873
212	479	0.045455
617	640	0.741935
640	617	0.274510
325	642	0.050000
652	302	0.063830
636	388	0.066667
388	636	0.071429
555	502	0.065574
9	658	0.047619
555	654	0.033333
9	638	0.016807
555	636	0.071429
631	662	0.333333
323	640	0.677419
277	652	0.090909
639	642	0.025000
660	659	0.266667
640	323	0.192982
639	481	0.068182
72	678	0.125000
317	325	0.025974
617	487	0.200000
278	638	0.008403
278	6	0.040816
277	583	0.038462
679	162	0.285714
316	325	0.168831
617	112	0.250000
439	636	0.142857
325	316	0.312500
573	184	0.058824
181	355	0.250000
662	625	0.444444
679	404	1.333333
74	680	0.666667
405	514	0.027027
679	132	0.068966
681	588	0.150000
300	368	0.019608
323	181	0.105263
95	682	0.250000
289	638	0.008403
646	673	0.151515
638	289	0.100000
300	321	0.032258
487	658	0.095238
355	181	0.157895
68	3	0.048780
680	74	0.023810
181	323	0.035088
259	289	0.025000
539	425	0.111111
68	323	0.333333
316	74	0.119048
181	598	0.008696
344	254	0.015152
74	316	0.125000
513	636	0.071429
513	641	0.142857
638	88	0.060606
487	437	0.062500
181	316	0.093750
316	181	0.105263
625	662	5.000000
181	396	0.054054
415	436	0.333333
651	97	0.013889
683	413	1.875000
651	638	0.008403
638	651	0.250000
603	6	0.020408
605	413	0.875000
603	248	0.222222
413	683	1.083333
172	684	1.000000
396	181	0.052632
513	588	0.050000
625	534	0.750000
683	72	0.293333
588	513	0.018182
631	335	0.100000
72	683	1.000000
631	115	0.250000
242	638	0.016807
638	242	0.210526
128	685	1.000000
631	596	0.027027
607	74	0.023810
647	263	0.018182
388	590	0.048780
439	513	0.018182
325	632	0.181818
212	236	0.103448
555	391	0.153846
603	375	0.115385
422	375	0.038462
252	607	0.033333
375	283	0.031250
375	603	0.133333
588	560	0.043478
590	388	0.033333
496	316	0.093750
632	325	0.051948
632	626	0.028571
496	683	0.041667
236	212	0.031746
496	101	0.023256
496	588	0.150000
496	375	0.076923
588	496	0.222222
375	496	0.111111
72	677	0.500000
686	72	0.080000
351	658	0.142857
325	683	0.125000
686	640	0.096774
683	325	0.025974
252	687	0.090909
540	306	0.021277
687	212	0.015873
48	683	0.791667
191	239	0.111111
68	607	0.033333
683	48	0.416667
683	194	0.103093
194	683	0.291667
194	422	0.166667
194	515	0.125000
62	688	0.111111
677	72	0.013333
687	638	0.008403
413	654	0.016667
666	689	0.166667
252	472	0.125000
252	387	0.250000
72	688	0.111111
555	545	0.058824
103	683	0.250000
555	641	0.428571
683	103	0.037736
688	72	0.013333
409	236	0.034483
688	103	0.028302
103	688	0.333333
413	690	1.000000
252	638	0.008403
688	260	0.020833
520	321	0.032258
638	252	0.043478
638	687	0.054545
638	396	0.027027
447	612	0.333333
342	658	0.095238
9	683	1.000000
321	3	0.024390
321	663	0.500000
41	515	0.125000
96	62	0.027778
67	430	0.166667
67	683	0.208333
266	252	0.021739
266	691	0.500000
266	688	0.111111
266	687	0.018182
266	692	1.000000
266	693	1.000000
266	680	0.333333
266	677	0.250000
266	694	1.000000
266	676	0.100000
266	695	1.000000
266	155	0.050000
266	68	0.031250
212	687	0.018182
567	638	0.008403
696	212	0.015873
429	289	0.025000
475	594	0.066667
244	415	0.230769
697	321	0.064516
321	299	0.129032
394	456	0.069767
319	540	0.031250
29	654	0.016667
586	638	0.008403
394	522	0.333333
697	422	0.208333
32	474	0.076923
586	666	0.200000
184	573	0.050000
394	177	0.071429
394	676	0.200000
321	587	0.125000
394	393	0.058824
681	32	0.043796
681	627	0.058824
339	437	0.020833
681	52	0.239130
272	297	0.057971
681	388	0.466667
589	132	0.034483
639	252	0.021739
339	698	0.142857
339	493	1.000000
698	184	0.176471
681	698	0.142857
681	140	0.071429
337	220	0.148148
220	337	0.097561
513	649	0.111111
638	567	0.047619
376	514	0.027027
376	252	0.043478
376	687	0.036364
184	698	0.142857
555	402	0.043478
147	349	0.086957
616	570	0.090909
509	616	0.238095
509	698	0.071429
687	481	0.090909
509	513	0.072727
79	8	0.016129
252	376	0.047619
220	79	0.111111
639	632	0.090909
599	79	0.111111
639	687	0.090909
639	509	0.121951
617	259	0.125000
617	103	0.415094
617	557	0.035714
252	598	0.104348
673	337	0.048780
673	620	0.038462
699	245	0.062500
673	422	0.125000
673	88	0.030303
673	454	0.018182
646	683	0.125000
349	147	0.285714
482	598	0.026087
289	429	0.030303
339	626	0.014286
317	680	0.333333
339	289	0.025000
649	513	0.036364
103	617	0.549020
317	659	0.066667
598	252	0.152174
339	598	0.017391
339	314	0.040000
103	441	0.200000
626	689	0.833333
598	482	0.019231
103	699	0.083333
339	441	0.200000
590	649	0.055556
372	314	0.200000
649	590	0.024390
302	674	0.200000
302	652	0.045455
282	103	0.009434
306	540	0.031250
681	306	0.021277
277	422	0.083333
700	481	0.045455
277	609	1.411765
36	317	0.022222
683	67	0.064516
555	440	0.200000
586	616	0.238095
404	368	0.019608
134	103	0.009434
586	698	0.071429
422	673	0.060606
220	646	0.266667
422	598	0.008696
481	687	0.072727
481	429	0.060606
551	673	0.303030
701	481	0.136364
551	34	0.075000
36	281	0.125000
481	642	0.025000
481	387	0.250000
701	254	0.166667
456	394	0.090909
145	254	0.030303
551	590	0.073171
245	699	0.166667
673	413	0.062500
673	554	0.200000
642	481	0.022727
325	573	0.050000
259	598	0.017391
12	479	0.022727
586	673	0.090909
12	536	0.140000
673	702	1.000000
212	703	0.500000
540	616	0.047619
204	103	0.009434
337	673	0.060606
454	673	0.030303
286	400	0.065217
697	73	0.258065
704	212	0.015873
704	72	0.066667
463	514	0.027027
697	644	0.014925
644	596	0.027027
554	673	0.030303
513	263	0.145455
686	339	0.041667
687	479	0.068182
581	328	1.000000
705	154	0.052632
484	706	0.142857
586	687	0.127273
686	263	0.163636
644	626	0.071429
644	547	0.074074
547	644	0.029851
644	707	0.047619
678	323	0.017544
704	707	0.047619
678	437	0.020833
590	513	0.072727
34	707	0.047619
678	707	0.047619
351	598	0.008696
400	621	0.045455
8	99	0.214286
176	707	0.047619
678	212	0.095238
569	191	0.022222
678	699	0.083333
400	437	0.020833
678	572	0.333333
679	26	0.277778
617	400	0.076087
679	688	0.111111
678	570	0.090909
212	678	1.000000
617	302	0.085106
649	337	0.097561
337	649	0.166667
400	683	0.416667
239	191	0.044444
638	532	0.076923
583	337	0.048780
573	325	0.012987
400	617	0.117647
638	603	0.133333
337	583	0.038462
586	402	0.086957
513	590	0.073171
400	638	0.016807
378	481	0.045455
586	707	0.047619
263	513	0.145455
9	708	0.073171
299	254	0.015152
638	400	0.021739
400	513	0.036364
299	321	0.129032
181	97	0.041667
74	707	0.047619
74	708	0.048780
400	598	0.060870
88	673	0.030303
509	707	0.142857
74	699	0.083333
513	400	0.010870
400	224	0.233333
644	52	0.043478
224	400	0.065217
281	337	0.097561
697	74	0.023810
709	689	0.166667
598	400	0.097826
474	400	0.152174
520	638	0.008403
461	407	0.076923
705	707	0.095238
407	461	1.000000
705	710	0.111111
407	425	0.333333
41	707	0.047619
659	413	0.125000
357	659	0.133333
400	474	0.256410
364	532	0.384615
323	678	0.125000
357	711	0.020833
357	598	0.017391
274	201	0.500000
323	400	0.141304
400	63	0.014085
602	297	0.014493
34	698	0.071429
514	698	0.071429
514	396	0.027027
704	712	0.125000
277	602	0.200000
704	711	0.020833
638	323	0.122807
297	602	0.200000
713	184	0.176471
713	236	0.103448
274	645	0.086957
372	385	0.200000
214	712	0.062500
351	99	0.071429
712	214	0.047619
522	394	0.030303
713	714	0.423077
400	659	0.133333
713	712	0.312500
32	711	0.166667
713	103	0.094340
54	393	0.019608
711	32	0.065693
713	351	0.400000
32	708	0.024390
712	6	0.265306
713	32	0.029197
659	400	0.010870
6	712	0.406250
713	715	0.500000
110	638	0.008403
713	716	1.500000
679	372	0.043478
713	17	0.500000
713	105	0.044444
713	359	0.375000
712	212	0.015873
713	172	0.153846
212	712	0.343750
616	540	0.031250
713	156	0.500000
713	717	1.000000
713	718	1.000000
713	242	0.210526
616	509	0.073171
274	703	0.500000
713	102	0.238095
713	400	0.043478
274	719	0.020833
274	720	0.250000
233	19	0.037037
274	597	0.125000
681	659	0.066667
274	644	0.014925
713	482	0.115385
127	707	0.047619
103	712	0.218750
712	103	0.056604
400	721	0.357143
603	722	1.000000
595	321	0.129032
603	515	0.125000
627	723	0.250000
621	400	0.010870
713	127	0.050000
713	724	0.200000
234	183	0.200000
534	625	0.555556
598	259	0.125000
598	351	0.200000
423	101	0.023256
385	274	0.083333
199	673	0.060606
719	358	0.041667
482	396	0.027027
686	103	0.018868
337	632	0.045455
683	400	0.086957
686	719	0.041667
697	698	0.071429
683	646	0.133333
712	719	0.083333
654	413	0.125000
598	337	0.073171
725	389	0.017241
561	350	0.076923
337	598	0.017391
97	181	0.157895
413	659	0.133333
415	244	0.571429
214	274	0.083333
725	607	0.033333
725	707	0.095238
409	74	0.023810
726	97	0.166667
307	317	0.333333
723	649	0.111111
726	317	0.022222
9	699	0.083333
97	726	1.333333
263	337	0.121951
9	711	0.250000
337	263	0.072727
727	561	0.218750
728	712	0.062500
204	536	0.060000
728	711	0.020833
599	74	0.023810
704	63	0.112676
540	588	0.100000
728	560	0.043478
728	729	0.333333
728	730	1.000000
103	731	0.400000
732	233	0.035714
103	587	0.250000
63	400	0.010870
588	540	0.062500
63	724	0.100000
518	644	0.014925
63	719	0.020833
727	297	0.014493
281	332	0.529412
281	317	0.333333
617	514	0.216216
733	561	0.031250
733	712	0.062500
727	588	0.050000
252	73	0.064516
73	252	0.043478
728	63	0.028169
617	468	0.045455
254	561	0.031250
561	254	0.166667
277	518	0.076923
683	297	0.043478
728	402	0.043478
256	339	0.041667
658	487	0.100000
673	199	0.023256
658	351	0.200000
282	256	0.047619
63	725	0.033333
681	626	0.142857
727	389	0.034483
638	110	1.000000
191	365	0.111111
638	646	0.733333
660	725	0.033333
727	734	0.083333
638	726	0.777778
597	274	0.083333
678	72	0.013333
343	424	0.250000
63	313	0.142857
644	274	0.083333
678	475	0.037500
644	518	0.076923
728	617	0.176471
605	88	0.060606
514	617	0.117647
343	735	0.090909
644	711	0.145833
73	626	0.014286
475	678	0.125000
711	644	0.119403
72	644	0.059701
514	386	0.090909
272	281	0.025000
605	317	0.511111
658	163	0.153846
644	72	0.040000
163	658	0.142857
27	278	0.523810
617	337	0.024390
605	625	0.111111
617	317	0.088889
278	27	0.250000
73	389	0.034483
368	736	0.500000
259	617	0.019608
638	456	0.023256
605	368	0.215686
73	460	0.025641
73	391	0.038462
73	658	0.047619
308	317	0.088889
687	463	0.250000
617	323	0.052632
626	73	0.032258
63	385	0.800000
737	627	0.058824
605	254	0.348485
638	263	0.109091
385	63	0.042254
191	738	0.266667
738	191	0.155556
739	616	0.047619
350	617	0.235294
615	740	0.300000
350	632	0.045455
649	723	0.250000
323	617	0.039216
617	73	0.870968
638	385	0.800000
631	437	0.083333
638	542	0.035714
605	726	0.222222
439	590	0.073171
74	463	0.055556
385	638	0.008403
680	317	0.022222
73	463	0.027778
302	617	0.019608
739	6	0.020408
339	256	0.047619
73	617	0.411765
638	602	0.200000
561	127	0.050000
482	316	0.031250
323	719	0.083333
728	323	0.192982
590	583	0.038462
119	617	0.078431
583	590	0.024390
617	119	0.272727
323	646	0.066667
542	460	0.307692
102	355	0.250000
102	323	0.017544
316	496	0.111111
542	252	0.043478
325	645	0.130435
439	102	0.047619
560	588	0.050000
325	532	0.153846
316	726	0.777778
95	712	0.406250
726	316	0.156250
468	617	0.019608
644	102	0.095238
133	437	0.020833
686	542	0.107143
583	739	0.133333
297	727	0.100000
297	683	0.125000
741	542	0.071429
388	737	0.333333
542	741	0.133333
627	545	0.058824
260	567	0.047619
260	571	0.125000
542	583	0.038462
482	454	0.054545
260	174	0.357143
513	723	0.250000
260	688	0.222222
733	502	0.081967
462	742	1.000000
462	101	0.023256
462	316	0.031250
583	542	0.017857
462	299	0.129032
53	325	0.090909
571	638	0.008403
128	715	1.500000
325	743	0.250000
325	707	0.047619
252	542	0.017857
646	52	0.021739
234	297	0.028986
638	571	0.125000
638	95	0.096154
638	744	1.500000
739	583	0.076923
720	274	0.083333
462	638	0.050420
545	627	0.058824
723	513	0.018182
1	323	0.017544
3	68	0.093750
686	321	0.064516
431	299	0.096774
509	316	0.218750
509	306	0.148936
509	260	0.104167
356	536	0.020000
460	542	0.232143
294	513	0.018182
276	711	0.083333
739	745	1.000000
649	632	0.045455
527	746	0.500000
514	177	0.214286
254	266	0.181818
645	325	0.025974
645	274	0.083333
747	221	0.043478
713	363	2.333333
713	74	0.023810
713	372	0.069565
713	681	0.120000
713	283	0.093750
63	514	0.027027
713	67	0.032258
713	748	0.333333
385	3	0.024390
713	737	0.333333
713	738	0.333333
617	161	0.818182
462	617	0.176471
713	726	0.222222
617	124	0.138889
713	720	0.250000
713	706	0.142857
617	462	0.619048
713	740	0.200000
260	509	0.097561
713	749	0.333333
713	750	1.000000
161	617	0.117647
713	751	0.333333
260	103	0.028302
124	617	0.078431
713	124	0.194444
713	252	0.108696
713	325	0.155844
713	161	0.272727
713	462	0.714286
713	388	0.066667
605	124	0.194444
713	90	0.074074
713	339	0.083333
99	194	0.030928
69	727	0.200000
69	649	0.111111
752	502	0.098361
644	97	0.055556
502	752	0.266667
654	738	0.266667
644	654	0.050000
514	63	0.014085
739	337	0.048780
739	317	0.133333
739	308	0.037037
746	527	0.033333
396	67	0.016129
425	407	0.230769
648	723	0.250000
372	454	0.127273
131	753	0.163265
342	583	0.038462
372	753	0.061224
317	617	0.039216
317	739	0.133333
70	90	0.037037
327	589	0.333333
327	617	0.019608
754	739	0.066667
754	755	0.090909
697	741	0.666667
73	697	0.044776
652	756	1.000000
212	757	0.166667
52	646	0.066667
741	697	0.029851
652	707	0.047619
711	276	0.400000
308	739	0.266667
48	753	0.244898
753	48	0.187500
389	727	0.200000
389	73	0.064516
571	652	0.022727
753	758	0.575000
652	571	0.125000
758	741	1.466667
254	697	0.029851
9	561	0.031250
9	697	0.089552
712	758	0.075000
758	712	0.156250
401	368	0.039216
758	48	0.104167
272	617	0.117647
758	640	0.032258
48	758	0.150000
41	743	0.250000
401	639	0.117647
513	589	0.333333
753	372	0.017391
439	545	0.058824
542	317	0.022222
349	753	0.020408
392	739	0.066667
365	191	0.044444
741	758	0.400000
721	400	0.043478
308	759	1.000000
615	308	0.024691
32	753	0.020408
644	325	0.051948
325	644	0.059701
474	309	0.048780
639	401	0.666667
474	644	0.014925
681	590	0.146341
638	401	0.166667
638	520	0.363636
638	462	0.476190
734	727	0.100000
643	758	0.025000
638	365	0.037037
625	437	0.229167
189	708	0.219512
557	101	0.023256
514	101	0.046512
189	371	0.037037
741	212	0.063492
474	741	0.266667
474	689	0.166667
638	269	0.500000
638	562	0.166667
99	154	0.052632
183	103	0.009434
183	234	0.080000
183	269	0.166667
760	474	0.025641
644	393	0.019608
644	517	0.071429
704	504	0.142857
704	260	0.020833
590	402	0.130435
3	99	0.071429
3	385	0.200000
644	617	0.137255
402	590	0.073171
761	747	0.500000
644	753	0.040816
299	462	0.190476
644	183	0.100000
41	746	1.000000
638	549	0.142857
124	101	0.023256
681	762	0.086957
124	711	0.062500
638	560	0.086957
711	124	0.055556
211	597	0.375000
249	474	0.410256
711	547	0.518519
474	124	0.083333
402	632	0.090909
638	505	0.333333
638	341	0.050000
627	762	0.130435
638	293	0.333333
658	73	0.032258
617	644	0.134328
567	763	2.000000
74	753	0.061224
586	758	0.050000
514	392	0.062500
567	753	0.040816
586	183	0.200000
19	764	0.500000
124	474	0.051282
586	504	0.238095
586	454	0.036364
211	593	0.142857
593	211	0.050000
177	394	0.030303
177	514	0.054054
495	263	0.072727
393	644	0.014925
733	393	0.019608
51	658	0.047619
733	626	0.214286
95	638	0.025210
69	752	0.066667
733	536	0.020000
437	625	1.111111
617	350	0.307692
583	72	0.040000
72	583	0.115385
753	644	0.014925
753	131	0.333333
753	567	0.047619
605	617	0.117647
753	74	0.071429
632	402	0.043478
474	642	0.100000
758	643	0.333333
626	738	0.533333
38	343	0.030303
29	657	0.166667
758	626	0.042857
681	711	0.020833
681	758	0.475000
103	758	0.050000
429	481	0.022727
725	474	0.025641
372	711	0.020833
372	639	0.176471
103	711	0.020833
639	372	0.060870
372	536	0.280000
372	569	1.153846
539	765	0.114286
392	372	0.008696
739	392	0.031250
254	30	0.133333
603	283	0.031250
372	758	0.125000
372	766	1.235294
758	372	0.034783
758	103	0.009434
766	372	0.156522
767	766	0.117647
642	474	0.076923
642	758	0.150000
758	642	0.150000
679	62	0.055556
642	735	0.090909
642	721	0.142857
517	96	0.125000
626	758	0.050000
74	758	0.050000
193	538	0.117647
758	74	0.023810
679	474	1.076923
538	193	0.102564
595	172	0.153846
263	495	0.048387
172	595	0.068966
263	317	0.044444
263	272	0.050000
479	758	0.075000
758	479	0.068182
72	768	0.235294
199	72	0.026667
448	711	0.020833
704	758	0.050000
536	372	0.139130
479	474	0.051282
704	393	0.039216
592	74	0.071429
592	350	0.076923
592	622	0.333333
41	769	0.083333
72	199	0.023256
704	297	0.057971
509	592	0.090909
592	509	0.024390
704	96	0.125000
509	364	1.083333
768	564	0.250000
739	540	0.062500
509	140	0.142857
509	758	0.150000
679	72	0.493333
762	627	0.117647
738	626	0.071429
762	758	0.075000
758	762	0.217391
19	711	0.187500
733	758	0.050000
233	732	0.142857
733	297	0.101449
733	639	0.058824
449	132	0.034483
733	454	0.200000
308	769	0.166667
741	474	0.076923
704	766	0.058824
492	598	0.008696
770	454	0.381818
768	72	0.106667
193	595	0.068966
95	654	0.016667
719	154	0.157895
768	214	0.095238
357	753	0.020408
770	297	0.014493
596	317	0.022222
34	396	0.027027
8	771	0.125000
654	95	0.038462
754	583	0.153846
679	102	0.095238
74	765	0.028571
605	341	0.050000
73	753	0.163265
352	97	0.013889
654	34	0.025000
307	642	0.075000
753	73	0.258065
357	758	0.400000
621	772	1.000000
747	761	0.142857
773	401	0.166667
719	712	0.093750
263	762	0.260870
768	774	0.294118
102	758	0.025000
758	102	0.047619
642	774	0.294118
774	642	0.100000
739	302	0.021277
41	719	0.020833
254	352	0.047619
774	775	0.333333
605	511	0.125000
479	753	0.020408
642	673	0.060606
771	8	0.016129
479	712	0.031250
776	401	0.333333
753	479	0.022727
605	400	0.043478
776	773	0.066667
95	592	0.318182
277	777	0.280000
372	761	0.571429
492	774	0.352941
592	95	0.115385
184	389	0.017241
492	712	0.281250
754	778	0.058824
779	607	0.033333
400	607	0.133333
739	778	0.058824
673	642	0.025000
220	479	0.068182
592	306	0.021277
762	263	0.054545
605	644	0.044776
607	400	0.021739
762	626	0.028571
400	758	0.025000
762	48	0.020833
586	774	0.176471
592	285	0.058824
48	762	0.043478
642	367	0.111111
372	73	0.032258
367	642	0.050000
34	592	0.136364
758	400	0.010870
586	768	0.088235
592	34	0.075000
73	372	0.008696
762	562	0.500000
728	762	0.043478
761	388	0.100000
555	762	0.043478
780	41	0.127273
212	741	0.266667
388	761	0.428571
34	761	0.428571
780	769	0.083333
597	211	0.050000
761	34	0.050000
761	372	0.034783
762	142	0.034483
41	780	2.333333
316	509	0.073171
642	781	0.111111
562	762	0.086957
398	782	0.200000
642	90	0.074074
41	783	0.018868
728	607	0.166667
103	592	0.136364
364	509	0.048780
90	642	0.025000
592	103	0.018868
103	774	0.058824
697	482	0.019231
634	657	0.166667
753	400	0.010870
642	475	0.012500
534	67	0.016129
400	784	0.038462
400	783	0.075472
103	534	0.125000
753	646	0.466667
785	786	4.000000
400	776	0.750000
783	400	0.021739
400	774	0.058824
392	400	0.043478
309	626	0.014286
306	592	0.045455
463	687	0.163636
212	760	0.333333
128	372	0.069565
463	74	0.047619
386	514	0.027027
463	73	0.032258
733	783	0.264151
642	766	0.058824
786	783	0.037736
774	400	0.010870
306	783	0.056604
681	562	0.833333
204	479	0.022727
372	128	0.106061
562	440	0.050000
479	90	0.222222
728	758	0.125000
704	617	0.607843
771	224	0.033333
644	154	0.052632
498	598	0.008696
783	306	0.021277
753	323	0.157895
513	762	0.130435
787	404	0.111111
787	122	0.600000
498	649	0.111111
762	513	0.054545
753	309	0.146341
479	711	0.291667
479	638	0.016807
711	479	0.295455
704	788	0.187500
624	658	0.047619
787	106	0.500000
728	788	0.375000
634	768	0.029412
789	371	0.037037
701	771	0.125000
343	386	0.090909
686	782	0.300000
681	788	0.750000
343	317	0.022222
481	233	0.035714
642	652	0.181818
343	755	0.090909
309	765	0.028571
652	642	0.150000
523	490	1.000000
679	787	0.285714
649	498	0.022222
701	644	0.014925
323	728	0.555556
479	687	0.036364
652	598	0.086957
598	652	0.204545
758	728	0.666667
294	372	0.008696
343	438	0.066667
523	41	0.036364
701	224	0.066667
523	51	0.030303
90	479	0.090909
523	325	0.025974
128	629	1.000000
523	496	0.111111
263	588	0.100000
788	728	0.444444
704	776	0.250000
624	97	0.013889
701	121	0.111111
277	498	0.044444
701	351	0.200000
542	783	0.113208
646	753	0.142857
389	372	0.008696
783	542	0.125000
389	184	0.058824
479	220	0.037037
204	404	0.111111
542	659	0.133333
790	343	0.060606
542	788	0.187500
286	339	0.041667
652	659	0.066667
733	286	0.125000
212	439	0.826087
588	263	0.036364
343	790	0.166667
788	542	0.053571
652	534	0.125000
128	542	0.267857
53	642	0.100000
762	788	0.062500
791	523	0.040816
755	343	0.030303
739	755	0.090909
250	8	0.048387
482	588	0.050000
294	250	0.071429
638	479	0.045455
542	128	0.181818
788	681	0.120000
250	502	0.163934
371	789	1.000000
679	792	0.300000
502	250	0.166667
646	758	0.275000
642	711	0.229167
761	482	0.134615
482	761	0.714286
711	642	0.350000
758	646	0.533333
483	583	0.153846
560	638	0.016807
483	782	0.500000
642	784	0.038462
479	659	0.066667
523	791	3.000000
522	598	0.008696
599	534	0.250000
733	784	0.038462
9	788	0.625000
479	788	0.125000
250	407	0.076923
9	753	0.387755
733	128	0.196970
733	407	0.076923
9	142	0.344828
259	532	0.076923
479	432	0.200000
733	101	0.046512
460	289	0.025000
733	616	0.047619
733	460	0.025641
38	460	0.025641
726	638	0.016807
38	783	0.037736
788	479	0.045455
733	437	0.020833
689	626	0.071429
793	405	0.043478
689	474	0.025641
687	128	0.045455
687	97	0.041667
562	590	0.024390
439	212	0.206349
687	616	0.095238
793	353	0.131579
687	41	0.036364
687	263	0.018182
687	283	0.062500
687	480	0.100000
782	483	0.166667
263	687	0.018182
194	99	0.214286
128	687	0.036364
583	754	0.111111
321	626	0.014286
321	616	0.142857
475	642	0.025000
321	783	0.037736
721	642	0.025000
321	754	0.444444
321	721	0.214286
721	321	0.064516
754	321	0.096774
242	321	0.096774
721	782	0.300000
607	728	0.222222
48	212	0.015873
616	623	0.500000
783	321	0.032258
721	48	0.083333
48	721	0.357143
555	754	0.222222
616	794	0.047619
252	616	0.095238
754	607	0.033333
713	542	0.071429
794	616	0.047619
616	687	0.018182
713	632	0.045455
407	250	0.023810
616	252	0.021739
782	721	0.214286
540	739	0.066667
625	775	0.333333
731	314	0.040000
712	753	0.081633
214	768	0.058824
41	687	0.036364
41	794	0.047619
41	754	0.111111
626	762	0.086957
626	309	0.024390
536	782	0.200000
498	548	0.083333
713	327	0.125000
277	794	0.047619
277	603	0.333333
713	41	0.200000
32	780	0.333333
589	513	0.018182
583	795	0.055556
204	794	0.095238
498	297	0.014493
297	498	0.022222
796	747	0.250000
765	309	0.024390
339	286	0.125000
752	278	0.047619
697	640	0.129032
422	297	0.043478
679	317	0.133333
342	598	0.086957
283	687	0.036364
697	224	0.033333
30	404	0.111111
342	797	0.200000
586	309	0.048780
615	365	0.037037
456	697	0.014925
629	128	0.030303
598	342	0.121212
52	681	0.280000
309	52	0.043478
52	309	0.048780
309	798	0.041667
401	776	0.250000
53	250	0.285714
401	773	0.066667
551	400	0.021739
798	513	0.036364
547	711	0.395833
372	799	0.157895
372	798	0.041667
372	278	0.047619
212	321	0.096774
372	765	0.285714
798	309	0.024390
754	41	0.018182
220	624	0.200000
220	644	0.044776
220	678	0.125000
220	372	0.017391
154	719	0.020833
154	644	0.014925
547	154	0.157895
713	567	0.095238
713	727	0.300000
755	386	0.045455
713	644	0.029851
758	753	0.081633
713	624	0.400000
713	48	0.062500
713	321	0.096774
766	642	0.025000
586	784	0.038462
605	734	2.416667
321	766	0.294118
713	479	0.068182
321	758	0.075000
766	321	0.129032
782	398	0.024390
586	598	0.017391
712	189	1.700000
758	321	0.064516
321	784	0.038462
337	769	0.166667
101	514	0.027027
586	534	0.125000
321	765	0.057143
770	534	0.125000
586	244	1.428571
297	321	0.129032
321	798	0.041667
321	297	0.043478
616	321	0.032258
189	712	1.718750
799	372	0.026087
103	721	0.071429
103	799	0.421053
799	103	0.066038
456	454	0.018182
212	765	0.085714
454	456	0.023256
725	719	0.083333
605	332	0.058824
800	766	0.411765
801	768	0.205882
644	220	0.037037
619	389	0.034483
619	502	0.016393
404	30	0.066667
619	784	0.076923
687	757	0.500000
705	788	0.125000
34	802	0.105263
705	803	2.000000
802	34	0.025000
586	804	0.500000
350	802	0.157895
802	350	0.076923
802	762	0.043478
760	212	0.031746
640	697	0.014925
754	570	0.090909
801	321	0.032258
708	224	0.066667
483	325	0.025974
483	194	0.010309
474	646	0.133333
325	483	0.055556
67	798	0.083333
646	474	0.051282
474	224	0.033333
9	27	0.100000
9	783	0.037736
9	784	0.038462
9	798	0.041667
9	802	0.105263
317	343	0.030303
341	638	0.008403
621	774	0.176471
74	788	0.062500
439	795	0.166667
552	769	0.083333
27	9	0.018868
224	708	0.048780
617	236	0.068966
708	32	0.007299
708	74	0.047619
57	708	0.097561
738	654	0.033333
708	57	0.750000
504	771	0.125000
57	802	0.052632
795	439	0.043478
254	408	0.214286
805	41	0.163636
57	798	0.083333
683	617	0.019608
683	379	0.100000
681	617	0.431373
36	644	0.014925
805	241	0.166667
805	325	0.012987
469	806	0.750000
805	807	2.000000
806	469	0.111111
805	780	0.333333
244	808	0.600000
809	325	0.025974
514	799	0.157895
805	144	0.015873
809	281	0.050000
